i,target,loss_see,loss_uni,loss_bi,loss_actual,w_see,w_uni,w_bi
10146,54,0.024638,7.344851,3.556634,0.034366,0.992908,0.003012,0.004080
10147,95,1.359645,5.557087,4.410522,1.368503,0.993245,0.002752,0.004003
10148,120,6.137509,7.821566,7.894818,6.144315,0.993256,0.002759,0.003985
10149,111,0.526125,5.821705,7.233620,0.536188,0.992934,0.002954,0.004111
10150,114,0.353585,5.499915,3.778077,0.362449,0.993450,0.002854,0.003696
10151,95,3.117412,5.551128,5.921841,3.125233,0.993554,0.002779,0.003668
10152,115,1.721380,5.136229,4.253989,1.729634,0.993382,0.002915,0.003703
10153,105,0.722724,4.359979,3.223265,0.731151,0.993273,0.002963,0.003764
10154,50,0.735233,6.403445,7.988685,0.744974,0.993187,0.002989,0.003824
10155,53,0.031914,6.716741,3.517848,0.040500,0.993734,0.002856,0.003410
10156,54,0.018094,7.323869,3.513409,0.026421,0.993926,0.002670,0.003404
10157,40,0.650407,5.753918,6.736966,0.658732,0.994124,0.002477,0.003398
10158,65,6.191124,6.838719,8.807355,6.196236,0.994377,0.002459,0.003164
10159,44,2.370987,7.117833,8.434628,2.379450,0.994000,0.002743,0.003257
10160,32,0.873901,2.286095,2.156869,0.878943,0.994240,0.002712,0.003048
10161,66,11.221512,7.989377,6.975471,11.106102,0.993805,0.002931,0.003264
10162,41,4.456832,5.754611,8.209453,4.465290,0.992409,0.003557,0.004034
10163,59,3.335383,5.792617,2.283793,3.333719,0.992310,0.003753,0.003937
10164,10,0.259643,4.887913,1.552758,0.268707,0.991791,0.003817,0.004393
10165,32,0.089486,2.286112,1.393804,0.097542,0.991788,0.003654,0.004557
10166,32,0.007059,2.285575,1.290311,0.015387,0.991534,0.003752,0.004713
10167,32,0.094031,2.285039,1.289440,0.102331,0.991298,0.003836,0.004866
10168,32,0.173369,2.284503,1.288570,0.181645,0.991052,0.003923,0.005025
10169,32,0.792433,2.283967,1.287701,0.798352,0.990796,0.004013,0.005190
10170,32,0.514665,2.283432,1.286833,0.522188,0.990389,0.004168,0.005443
10171,32,0.509831,2.282897,1.285967,0.517614,0.990068,0.004284,0.005648
10172,32,0.507552,2.282362,1.285101,0.515574,0.989760,0.004392,0.005848
10173,10,6.044093,4.885065,7.140755,6.040741,0.989462,0.004495,0.006043
10174,32,0.031373,2.281966,1.389947,0.042530,0.988842,0.004983,0.006175
10175,32,0.006158,2.281432,1.284839,0.017219,0.988752,0.004989,0.006259
10176,32,0.101680,2.280898,1.283976,0.112459,0.988654,0.004991,0.006354
10177,32,0.093704,2.280365,1.283114,0.104618,0.988530,0.005007,0.006464
10178,32,0.369869,2.279831,1.282254,0.379658,0.988413,0.005020,0.006567
10179,32,0.362297,2.279298,1.281394,0.372278,0.988209,0.005071,0.006720
10180,32,0.358611,2.278766,1.280536,0.368758,0.988014,0.005118,0.006867
10181,32,0.356793,2.278234,1.279680,0.367090,0.987828,0.005163,0.007010
10182,95,5.945895,5.548934,6.023567,5.944059,0.987648,0.005204,0.007148
10183,95,0.598140,5.542617,4.813404,0.616241,0.986948,0.005595,0.007457
10184,109,0.196720,6.102183,4.045901,0.213412,0.987931,0.005160,0.006909
10185,50,0.389028,6.396052,3.861530,0.404247,0.988850,0.004658,0.006493
10186,53,0.028254,6.706531,3.478591,0.042468,0.989589,0.004225,0.006186
10187,54,0.017604,7.306131,3.471675,0.030853,0.990295,0.003792,0.005913
10188,105,1.057659,4.361978,4.866998,1.069685,0.990952,0.003382,0.005666
10189,32,0.065436,2.278668,4.668649,0.076775,0.991217,0.003396,0.005387
10190,108,5.429917,5.743609,9.648657,5.437788,0.991464,0.003511,0.005025
10191,111,0.640396,5.819696,5.113341,0.652347,0.991431,0.003810,0.004760
10192,32,5.792888,2.278413,5.781360,5.739737,0.991909,0.003595,0.004496
10193,61,1.612246,6.328986,4.649256,1.624409,0.990853,0.004323,0.004824
10194,32,0.077530,2.278019,1.833827,0.086984,0.991177,0.004086,0.004738
10195,95,2.407058,5.537848,5.986890,2.418797,0.991018,0.004156,0.004826
10196,109,0.403549,6.094380,4.000000,0.415599,0.991217,0.004116,0.004667
10197,109,0.343187,6.085119,3.917538,0.354596,0.991672,0.003804,0.004523
10198,50,0.192406,6.386259,3.817976,0.203308,0.992067,0.003536,0.004397
10199,53,0.008254,6.693970,3.440573,0.018562,0.992453,0.003270,0.004277
10200,54,0.024724,7.286230,3.431339,0.034548,0.992799,0.003009,0.004192
10201,95,0.875261,5.532278,4.330917,0.884505,0.993129,0.002753,0.004118
10202,97,2.179698,5.335787,6.909893,2.188836,0.993228,0.002727,0.004045
10203,110,3.943363,4.738023,4.613307,3.947146,0.993344,0.002813,0.003843
10204,100,0.631833,5.845076,3.208339,0.641102,0.992826,0.003078,0.004096
10205,95,1.824047,5.526460,6.449561,1.833737,0.992911,0.002965,0.004124
10206,115,0.908023,5.138828,4.212450,0.917217,0.993091,0.002986,0.003922
10207,105,0.712306,4.361763,3.201634,0.720872,0.993152,0.002963,0.003885
10208,50,1.518976,6.376143,7.577429,1.528766,0.993075,0.002988,0.003937
10209,53,0.047255,6.681135,3.403722,0.056155,0.993468,0.002916,0.003616
10210,54,0.022463,7.266235,3.392317,0.031086,0.993674,0.002723,0.003603
10211,40,1.493939,5.753923,6.335390,1.502413,0.993887,0.002524,0.003589
10212,120,3.615060,7.799385,7.810572,3.623252,0.994009,0.002554,0.003437
10213,110,3.368615,4.735726,6.238405,3.375101,0.994052,0.002586,0.003363
10214,111,1.232345,5.815091,7.339850,1.241119,0.993770,0.002813,0.003417
10215,114,0.528194,5.502638,3.740241,0.536196,0.994037,0.002785,0.003178
10216,95,1.864571,5.521635,5.754887,1.872551,0.994050,0.002732,0.003218
10217,114,5.016009,5.496682,5.915879,5.019289,0.994024,0.002780,0.003196
10218,101,1.517705,4.447910,3.883384,1.525578,0.993487,0.003071,0.003442
10219,115,0.997286,5.135770,3.164048,1.005556,0.993318,0.003145,0.003537
10220,44,3.878851,7.107148,8.111136,3.887868,0.993243,0.003110,0.003647
10221,32,0.140454,2.281072,2.141869,0.147829,0.993300,0.003155,0.003544
10222,108,7.945133,5.740641,9.235416,7.931195,0.993040,0.003291,0.003669
10223,111,1.065004,5.808594,5.009629,1.075590,0.992295,0.003845,0.003859
10224,119,5.001398,9.770664,6.202940,5.009587,0.992570,0.003668,0.003762
10225,95,1.976190,5.516560,7.060696,1.986402,0.992528,0.003511,0.003961
10226,109,4.651992,6.079777,3.964667,4.651869,0.992776,0.003491,0.003733
10227,97,4.339948,5.333671,4.094518,4.341480,0.992185,0.003674,0.004141
10228,115,1.260959,5.132175,6.686501,1.272586,0.991602,0.003897,0.004501
10229,107,0.124377,8.832752,6.791814,0.135837,0.992038,0.003803,0.004159
10230,41,3.637988,5.756539,8.118941,3.646794,0.992996,0.003264,0.003740
10231,59,0.458228,5.794347,2.271413,0.466748,0.993003,0.003395,0.003602
10232,10,0.359167,4.889122,1.546488,0.366667,0.993031,0.003225,0.003744
10233,32,0.136277,2.282054,1.386112,0.143105,0.992908,0.003148,0.003944
10234,32,0.006407,2.281523,1.281818,0.013679,0.992587,0.003283,0.004130
10235,32,0.088515,2.280992,1.280962,0.095856,0.992297,0.003398,0.004306
10236,32,0.153922,2.280462,1.280108,0.161355,0.992002,0.003513,0.004485
10237,32,0.718972,2.279931,1.279255,0.724609,0.991707,0.003627,0.004667
10238,32,0.478286,2.279401,1.278403,0.485223,0.991290,0.003792,0.004919
10239,32,0.474276,2.278871,1.277552,0.481495,0.990945,0.003923,0.005132
10240,32,0.472451,2.278342,1.276703,0.479931,0.990613,0.004047,0.005340
10241,95,5.842378,5.512474,5.954793,5.841434,0.990293,0.004164,0.005543
10242,95,1.213357,5.506353,4.751916,1.227348,0.989614,0.004535,0.005852
10243,109,0.125128,6.072837,3.924813,0.138819,0.990083,0.004321,0.005596
10244,50,0.346478,6.369692,3.776104,0.359116,0.990723,0.003949,0.005328
10245,53,0.025332,6.672013,3.367976,0.037253,0.991228,0.003630,0.005141
10246,54,0.026098,7.250127,3.354533,0.037358,0.991707,0.003308,0.004985
10247,105,1.226910,4.364435,4.754887,1.237163,0.992158,0.002997,0.004845
10248,32,0.177735,2.278775,4.625120,0.187612,0.992249,0.003060,0.004691
10249,104,5.287968,7.476420,11.240791,5.297911,0.992357,0.003206,0.004437
10250,105,0.421057,4.362021,5.709658,0.431278,0.992620,0.003335,0.004045
10251,32,5.826510,2.278520,4.581201,5.769301,0.992919,0.003297,0.003784
10252,61,0.918813,6.326052,4.641474,0.930160,0.991749,0.003995,0.004256
10253,32,0.125612,2.278129,1.824273,0.133939,0.992130,0.003730,0.004140
10254,95,2.865473,5.501769,5.920055,2.875555,0.991907,0.003828,0.004265
10255,109,0.424202,6.065266,3.883384,0.435254,0.991907,0.003869,0.004224
10256,109,0.380806,6.056243,3.879146,0.391382,0.992259,0.003600,0.004141
10257,50,0.252209,6.360161,3.735802,0.262372,0.992569,0.003370,0.004061
10258,53,0.009627,6.659859,3.333273,0.019327,0.992869,0.003139,0.003992
10259,54,0.017180,7.231153,3.317915,0.026487,0.993150,0.002904,0.003946
10260,95,1.189741,5.496387,4.256833,1.198392,0.993421,0.002672,0.003907
10261,97,1.783275,5.332804,6.608809,1.792263,0.993423,0.002681,0.003896
10262,110,3.525269,4.738795,4.551796,3.530249,0.993554,0.002743,0.003703
10263,100,0.806795,5.845284,3.192328,0.815560,0.993102,0.002976,0.003922
10264,95,1.782768,5.490757,6.189825,1.792126,0.993126,0.002891,0.003983
10265,115,1.054691,5.132440,4.178803,1.063563,0.993258,0.002920,0.003822
10266,105,0.653302,4.361395,3.185607,0.661761,0.993272,0.002916,0.003813
10267,50,1.638447,6.350305,7.261155,1.648023,0.993193,0.002941,0.003865
10268,53,0.060795,6.647424,3.299560,0.069585,0.993514,0.002887,0.003599
10269,54,0.018229,7.212060,3.282400,0.026777,0.993699,0.002702,0.003598
10270,40,1.765022,5.754613,6.026800,1.773357,0.993894,0.002511,0.003596
10271,95,2.736429,5.485564,8.813781,2.744566,0.993943,0.002560,0.003496
10272,109,1.926293,6.049335,3.849175,1.933418,0.994063,0.002690,0.003246
10273,109,1.484173,6.040427,3.835506,1.491876,0.993894,0.002709,0.003396
10274,50,0.080512,6.340124,3.696967,0.089009,0.993807,0.002696,0.003497
10275,53,0.003543,6.634708,3.266787,0.011717,0.993963,0.002567,0.003470
10276,54,0.033138,7.192841,3.247928,0.041130,0.994084,0.002437,0.003479
10277,95,0.880569,5.480260,4.183222,0.888296,0.994209,0.002299,0.003492
10278,115,0.874309,5.129420,4.132224,0.882036,0.994170,0.002335,0.003495
10279,114,5.504129,5.498990,9.118941,5.508764,0.994111,0.002388,0.003501
10280,108,1.410196,5.741262,8.930737,1.418934,0.993807,0.002720,0.003473
10281,105,1.344788,4.360635,5.012824,1.352377,0.994173,0.002722,0.003105
10282,95,1.015401,5.474844,9.584962,1.023787,0.994068,0.002819,0.003113
10283,101,1.609440,4.453831,4.187627,1.616224,0.994460,0.002799,0.002741
10284,112,0.467555,6.705649,5.275634,0.475700,0.994229,0.002902,0.002869
10285,105,1.889590,4.358373,4.668378,1.896316,0.994444,0.002740,0.002817
10286,49,3.707746,7.024285,9.586840,3.715646,0.994201,0.002876,0.002923
10287,54,0.372402,7.174447,6.807355,0.380593,0.994280,0.002936,0.002783
10288,40,1.068685,5.749698,5.772590,1.076132,0.994644,0.002728,0.002628
10289,120,6.041073,7.779583,7.232021,6.045933,0.994682,0.002703,0.002615
10290,110,4.574402,4.738973,5.921246,4.577354,0.994249,0.002897,0.002854
10291,111,0.811128,5.810230,7.022368,0.820019,0.993714,0.003214,0.003072
10292,114,0.599393,5.494591,3.703700,0.607412,0.994017,0.003099,0.002883
10293,95,1.984209,5.470274,5.611763,1.992108,0.994032,0.003008,0.002959
10294,114,5.334512,5.488712,5.775519,5.336093,0.993972,0.003042,0.002986
10295,101,1.559070,4.452476,3.849175,1.567047,0.993364,0.003358,0.003278
10296,115,0.953889,5.127098,3.150481,0.962389,0.993197,0.003411,0.003392
10297,44,3.085297,7.098852,7.536571,3.094680,0.993151,0.003342,0.003508
10298,32,0.144602,2.283627,2.127112,0.151962,0.993303,0.003295,0.003402
10299,52,6.032785,7.483269,8.072654,6.039794,0.993041,0.003422,0.003537
10300,41,2.258341,5.758719,7.294621,2.268237,0.992734,0.003608,0.003658
10301,44,1.673511,7.080783,7.228819,1.683501,0.992941,0.003581,0.003478
10302,32,0.102747,2.283508,2.112592,0.110119,0.993344,0.003378,0.003278
10303,108,7.288895,5.737102,8.921246,7.282506,0.993087,0.003496,0.003417
10304,111,0.683492,5.804353,4.916477,0.694020,0.992424,0.003992,0.003584
10305,119,4.812989,9.666292,5.987061,4.821048,0.992753,0.003757,0.003490
10306,95,1.617461,5.466002,6.481127,1.627458,0.992719,0.003580,0.003701
10307,109,4.052334,6.036088,3.819084,4.055240,0.992946,0.003523,0.003532
10308,97,4.191080,5.333719,4.056584,4.193415,0.992463,0.003650,0.003887
10309,115,1.372130,5.124104,6.429058,1.383247,0.991911,0.003857,0.004233
10310,107,0.186792,8.782452,6.539159,0.197931,0.992250,0.003780,0.003970
10311,41,3.412917,5.752841,7.124121,3.421531,0.993128,0.003255,0.003616
10312,59,0.403043,5.797832,2.262395,0.411538,0.993066,0.003367,0.003567
10313,10,0.231312,4.896149,1.540274,0.238951,0.993098,0.003196,0.003706
10314,32,0.222428,2.284481,1.382301,0.228961,0.992994,0.003111,0.003895
10315,32,0.007666,2.283953,1.279428,0.014871,0.992652,0.003256,0.004093
10316,32,0.093086,2.283425,1.278580,0.100355,0.992357,0.003372,0.004270
10317,32,0.162353,2.282898,1.277732,0.169706,0.992059,0.003489,0.004452
10318,32,0.530137,2.282370,1.276886,0.536511,0.991759,0.003605,0.004636
10319,32,0.522259,2.281843,1.276041,0.528944,0.991385,0.003751,0.004863
10320,32,0.518301,2.281316,1.275197,0.525271,0.991026,0.003889,0.005085
10321,32,0.516469,2.280790,1.274354,0.523704,0.990680,0.004020,0.005300
10322,95,5.759361,5.462161,5.890375,5.758684,0.990345,0.004143,0.005511
10323,95,0.808482,5.456299,4.703357,0.822626,0.989673,0.004510,0.005817
10324,109,0.120581,6.029475,3.784271,0.134005,0.990233,0.004257,0.005510
10325,50,0.353083,6.336038,3.659509,0.365510,0.990829,0.003900,0.005271
10326,53,0.020413,6.628130,3.234905,0.032165,0.991300,0.003593,0.005108
10327,54,0.021869,7.160280,3.214444,0.032999,0.991748,0.003280,0.004972
10328,105,1.238695,4.361441,4.661504,1.248885,0.992167,0.002982,0.004852
10329,32,0.136283,2.281218,4.544320,0.146195,0.992242,0.003048,0.004710
10330,112,6.336292,6.697717,6.341630,6.337336,0.992350,0.003190,0.004459
10331,111,3.674088,5.800423,5.672425,3.683173,0.991726,0.003486,0.004788
10332,112,2.202452,6.683914,4.153805,2.212630,0.991558,0.003602,0.004840
10333,99,1.650420,5.763221,4.783376,1.661454,0.991621,0.003482,0.004897
10334,110,0.677923,4.741331,6.813781,0.689408,0.991799,0.003410,0.004790
10335,116,0.354588,4.488181,2.392317,0.363893,0.992328,0.003353,0.004319
10336,49,6.369171,7.013408,6.335887,6.370736,0.992311,0.003294,0.004395
10337,32,6.943584,2.281645,4.589250,6.798170,0.991710,0.003561,0.004728
10338,61,0.418086,6.326838,4.634404,0.431793,0.990180,0.004422,0.005398
10339,32,0.099999,2.281256,1.814830,0.109681,0.990870,0.004038,0.005092
10340,95,2.411462,5.452641,5.857389,2.423497,0.990719,0.004114,0.005167
10341,109,0.160502,6.022912,3.747649,0.172955,0.990919,0.004088,0.004993
10342,109,0.168569,6.014225,3.800469,0.180340,0.991420,0.003763,0.004817
10343,50,0.302838,6.327519,3.623344,0.313881,0.991855,0.003491,0.004654
10344,53,0.007578,6.617161,3.203872,0.018096,0.992207,0.003247,0.004546
10345,54,0.022246,7.143366,3.181898,0.032292,0.992540,0.002996,0.004464
10346,95,0.702040,5.447508,4.118395,0.711641,0.992853,0.002753,0.004393
10347,115,1.035669,5.124530,4.102021,1.044853,0.992981,0.002721,0.004298
10348,104,4.648530,7.465702,7.126704,4.656979,0.993008,0.002739,0.004252
10349,117,2.505605,6.306640,6.714245,2.515293,0.992872,0.002849,0.004279
10350,102,0.516914,6.604681,7.018664,0.526891,0.993021,0.002875,0.004104
10351,102,1.869722,6.591641,6.185867,1.878622,0.993560,0.002729,0.003711
10352,108,3.083316,5.736512,5.926790,3.091076,0.993706,0.002702,0.003593
10353,101,3.267396,4.457394,2.302987,3.264706,0.993542,0.002827,0.003631
10354,95,2.881462,5.442672,4.242075,2.888727,0.992875,0.003058,0.004067
10355,101,5.196717,4.454682,4.155541,5.187215,0.992601,0.003164,0.004235
10356,112,0.219027,6.673241,5.207502,0.230721,0.991738,0.003564,0.004698
10357,105,1.992815,4.362590,4.580949,2.001917,0.992350,0.003271,0.004379
10358,56,1.019127,9.914521,8.005625,1.030308,0.992238,0.003379,0.004384
10359,40,0.341751,5.752037,6.470320,0.351432,0.993188,0.002922,0.003890
10360,112,2.420944,6.659979,7.820179,2.429851,0.993612,0.002818,0.003570
10361,111,1.798385,5.796932,5.491853,1.806701,0.993816,0.002814,0.003370
10362,112,1.115266,6.646576,4.100460,1.123503,0.993823,0.002829,0.003348
10363,99,2.536890,5.759922,4.688500,2.544219,0.993877,0.002729,0.003394
10364,110,0.611206,4.741773,6.495056,0.620038,0.993677,0.002809,0.003514
10365,116,0.290893,4.489207,2.382944,0.298373,0.993907,0.002815,0.003278
10366,95,3.920583,5.438401,4.649814,3.925185,0.993775,0.002814,0.003411
10367,108,4.887570,5.731319,7.965784,4.894178,0.993313,0.003020,0.003667
10368,111,0.713506,5.790349,4.829723,0.723121,0.993049,0.003276,0.003675
10369,111,5.135522,5.782990,7.219169,5.141122,0.993272,0.003146,0.003581
10370,107,0.541803,8.731726,7.807355,0.552048,0.992888,0.003417,0.003695
10371,117,1.259504,6.298903,7.129283,1.268426,0.993687,0.003007,0.003306
10372,112,0.156559,6.634387,6.285402,0.165165,0.993976,0.002918,0.003106
10373,44,0.524658,7.072209,8.499846,0.532778,0.994346,0.002736,0.002917
10374,32,0.692824,2.285351,2.098302,0.697685,0.994788,0.002582,0.002630
10375,108,5.556535,5.725209,8.665336,5.560625,0.994354,0.002793,0.002853
10376,111,0.225848,5.776484,4.745427,0.234308,0.993959,0.003110,0.002930
10377,41,6.760089,5.754481,8.810572,6.758942,0.994142,0.002966,0.002892
10378,59,0.504935,5.799239,2.250323,0.512807,0.993563,0.003387,0.003050
10379,10,0.164005,4.901070,1.534113,0.171352,0.993551,0.003222,0.003227
10380,32,0.068626,2.285504,1.378512,0.075134,0.993444,0.003127,0.003429
10381,32,0.003557,2.284979,1.276476,0.010374,0.993115,0.003258,0.003628
10382,32,0.074353,2.284453,1.275634,0.081302,0.992804,0.003373,0.003823
10383,32,0.134335,2.283929,1.274794,0.141418,0.992493,0.003488,0.004019
10384,32,0.621340,2.283404,1.273955,0.627118,0.992184,0.003602,0.004214
10385,32,0.612627,2.282880,1.273117,0.618723,0.991780,0.003757,0.004463
10386,32,0.398872,2.282356,1.272280,0.406079,0.991390,0.003904,0.004705
10387,32,0.397267,2.281832,1.271445,0.404737,0.991065,0.004021,0.004914
10388,95,6.223160,5.435509,5.828764,6.216526,0.990752,0.004131,0.005117
10389,95,1.255748,5.429792,4.646739,1.269207,0.989937,0.004558,0.005505
10390,109,0.147695,6.011973,3.723616,0.160945,0.990339,0.004355,0.005306
10391,50,0.408547,6.323148,3.584962,0.420800,0.990912,0.003987,0.005101
10392,53,0.021077,6.610382,3.173648,0.032733,0.991357,0.003672,0.004971
10393,54,0.019590,7.130774,3.150243,0.030633,0.991796,0.003347,0.004857
10394,105,1.373799,4.364816,4.563332,1.383772,0.992208,0.003038,0.004755
10395,32,0.144116,2.282257,4.504994,0.154003,0.992238,0.003109,0.004653
10396,112,5.534166,6.624220,6.301422,5.539288,0.992336,0.003249,0.004415
10397,111,3.527962,5.771913,5.333901,3.536728,0.991881,0.003475,0.004644
10398,112,1.680805,6.611194,4.058894,1.691352,0.991689,0.003581,0.004730
10399,99,1.402195,5.757462,4.600904,1.413019,0.991842,0.003421,0.004737
10400,110,0.845421,4.743024,6.235216,0.856481,0.992029,0.003335,0.004636
10401,116,0.326172,4.491041,2.373659,0.335376,0.992422,0.003300,0.004278
10402,50,9.298830,6.313831,9.509775,9.267641,0.992400,0.003245,0.004355
10403,32,1.621421,2.282681,3.903187,1.628832,0.991467,0.003878,0.004655
10404,61,0.722537,6.324908,4.626852,0.734726,0.991190,0.004133,0.004678
10405,32,0.396432,2.282294,1.805497,0.404525,0.991678,0.003827,0.004495
10406,95,2.395673,5.426265,5.797367,2.406774,0.991413,0.003948,0.004639
10407,109,0.195887,6.005557,3.689012,0.207457,0.991541,0.003937,0.004522
10408,109,0.153591,5.997027,3.763480,0.164630,0.991953,0.003641,0.004406
10409,50,0.308719,6.304051,3.551174,0.319100,0.992324,0.003389,0.004287
10410,53,0.009785,6.599642,3.147899,0.019737,0.992613,0.003164,0.004223
10411,54,0.023220,7.114351,3.119435,0.032768,0.992894,0.002930,0.004176
10412,95,0.943744,5.421271,4.053111,0.952775,0.993159,0.002702,0.004139
10413,115,0.975326,5.128742,4.070389,0.984249,0.993203,0.002695,0.004103
10414,104,4.563660,7.450806,6.807355,4.571698,0.993217,0.002712,0.004071
10415,117,2.228085,6.294215,6.303781,2.237554,0.993044,0.002819,0.004137
10416,102,0.605259,6.587397,6.611025,0.614979,0.993178,0.002828,0.003994
10417,102,1.734863,6.574594,5.930737,1.743649,0.993634,0.002697,0.003669
10418,108,2.662129,5.723872,5.712281,2.670061,0.993767,0.002665,0.003568
10419,101,3.448648,4.460378,2.296892,3.444340,0.993649,0.002764,0.003588
10420,95,2.525476,5.416570,4.209453,2.533274,0.992945,0.003012,0.004043
10421,101,4.868472,4.457676,4.122159,4.862932,0.992732,0.003093,0.004175
10422,112,0.199115,6.601264,5.141012,0.210513,0.991940,0.003461,0.004598
10423,105,1.851027,4.365951,4.511753,1.860074,0.992511,0.003190,0.004299
10424,56,0.825594,9.797932,7.594325,0.836521,0.992409,0.003291,0.004301
10425,40,0.365796,5.753673,6.060696,0.375280,0.993305,0.002849,0.003846
10426,112,2.808694,6.588748,7.238405,2.817327,0.993668,0.002757,0.003575
10427,111,1.787522,5.768589,5.193772,1.795847,0.993743,0.002794,0.003463
10428,112,1.192530,6.576079,4.009629,1.200795,0.993729,0.002812,0.003459
10429,99,2.672103,5.754213,4.519636,2.679246,0.993764,0.002725,0.003511
10430,110,0.477968,4.743459,6.016012,0.487005,0.993531,0.002817,0.003653
10431,116,0.342474,4.492056,2.364462,0.350048,0.993762,0.002811,0.003427
10432,95,3.580004,5.412431,4.604862,3.585545,0.993629,0.002814,0.003557
10433,108,4.724421,5.718773,7.398031,4.731188,0.993225,0.002995,0.003780
10434,111,0.834427,5.762192,4.669279,0.844102,0.992941,0.003239,0.003820
10435,111,5.483906,5.755022,6.820179,5.487941,0.993136,0.003127,0.003738
10436,107,0.541108,8.684074,7.238405,0.551683,0.992647,0.003432,0.003921
10437,117,1.350856,6.286617,6.549464,1.360075,0.993435,0.003023,0.003542
10438,112,0.245236,6.564605,6.029747,0.254217,0.993696,0.002940,0.003364
10439,44,0.699418,7.062991,7.523562,0.707904,0.994073,0.002766,0.003161
10440,32,0.601575,2.286363,2.084237,0.606883,0.994472,0.002618,0.002910
10441,104,5.665949,7.430992,10.257388,5.673146,0.994065,0.002821,0.003114
10442,105,0.670090,4.365732,5.500984,0.678357,0.993947,0.003008,0.003046
10443,41,6.080344,5.756101,5.508727,6.077166,0.994008,0.003024,0.002967
10444,59,6.353594,5.800630,2.238405,6.274623,0.993267,0.003384,0.003349
10445,10,0.220196,4.905947,1.528007,0.228989,0.992115,0.003769,0.004116
10446,32,0.138248,2.286515,1.374745,0.145860,0.992103,0.003607,0.004290
10447,32,0.001635,2.285992,1.273559,0.009688,0.991823,0.003713,0.004465
10448,32,0.079364,2.285470,1.272724,0.087436,0.991573,0.003798,0.004628
10449,32,0.140179,2.284948,1.271891,0.148302,0.991318,0.003886,0.004796
10450,32,0.455369,2.284426,1.271059,0.462602,0.991058,0.003975,0.004967
10451,32,0.448601,2.283904,1.270228,0.456114,0.990730,0.004094,0.005177
10452,32,0.445306,2.283383,1.269398,0.453075,0.990414,0.004205,0.005381
10453,32,0.443666,2.282862,1.268569,0.451675,0.990110,0.004310,0.005579
10454,95,6.373624,5.409660,5.770242,6.363288,0.989817,0.004410,0.005773
10455,95,1.113307,5.404081,4.593525,1.128195,0.988929,0.004867,0.006204
10456,109,0.121911,5.994892,3.666757,0.136338,0.989463,0.004613,0.005924
10457,50,0.477444,6.299881,3.515060,0.490633,0.990136,0.004203,0.005661
10458,53,0.020172,6.593063,3.119172,0.032753,0.990635,0.003863,0.005502
10459,54,0.017281,7.102211,3.089435,0.029148,0.991146,0.003506,0.005348
10460,105,0.929958,4.365380,4.472488,0.941021,0.991621,0.003168,0.005211
10461,32,0.085100,2.283284,4.468769,0.095632,0.991791,0.003191,0.005018
10462,116,4.042497,4.493199,7.940754,4.050172,0.991948,0.003320,0.004732
10463,111,2.271711,5.751527,6.513728,2.282696,0.991851,0.003607,0.004542
10464,116,2.516810,4.490441,8.826549,2.526869,0.992085,0.003583,0.004332
10465,97,1.849445,5.349502,3.734340,1.858474,0.992372,0.003710,0.003918
10466,108,3.658085,5.716130,3.972414,3.663259,0.992294,0.003672,0.004034
10467,95,2.092781,5.400005,7.842350,2.103856,0.991890,0.003783,0.004327
10468,112,2.987636,6.555934,5.406559,2.997297,0.992266,0.003759,0.003975
10469,111,2.409970,5.745103,5.068045,2.419716,0.992262,0.003710,0.004029
10470,112,1.529016,6.543603,3.971742,1.538978,0.992259,0.003689,0.004052
10471,99,1.563487,5.752603,4.443919,1.573411,0.992396,0.003506,0.004098
10472,110,0.765275,4.745506,5.826549,0.775666,0.992484,0.003425,0.004091
10473,116,0.242931,4.488630,2.355351,0.251835,0.992779,0.003372,0.003848
10474,32,1.515024,2.284378,2.831169,1.520408,0.992755,0.003301,0.003944
10475,61,2.398378,6.323677,4.619413,2.407874,0.992321,0.003557,0.004122
10476,32,0.246902,2.283992,1.796271,0.254713,0.992318,0.003494,0.004188
10477,95,3.830771,5.395681,5.740294,3.838832,0.992053,0.003618,0.004329
10478,109,0.112520,5.989290,3.636801,0.123750,0.991798,0.003784,0.004419
10479,109,0.121937,5.980912,3.727920,0.132653,0.992186,0.003506,0.004309
10480,50,0.458590,6.292406,3.483392,0.468580,0.992526,0.003274,0.004200
10481,53,0.012251,6.583217,3.091148,0.021985,0.992750,0.003081,0.004169
10482,54,0.024045,7.086926,3.060205,0.033412,0.993003,0.002863,0.004134
10483,95,1.036798,5.390841,3.991387,1.045622,0.993243,0.002650,0.004107
10484,97,2.640048,5.346581,6.412217,2.648791,0.993251,0.002658,0.004091
10485,100,0.707478,5.867547,5.319151,0.716926,0.993232,0.002783,0.003985
10486,100,1.301352,5.859862,6.456149,1.310467,0.993480,0.002717,0.003803
10487,95,1.872115,5.385753,5.974005,1.880577,0.993706,0.002703,0.003591
10488,101,2.018517,4.463734,4.093109,2.025651,0.993727,0.002765,0.003508
10489,112,0.260021,6.533665,5.075844,0.269230,0.993471,0.002901,0.003628
10490,105,1.519051,4.366641,4.447813,1.526824,0.993790,0.002737,0.003473
10491,56,0.687050,9.691475,7.277985,0.696190,0.993643,0.002845,0.003513
10492,40,0.076880,5.755424,5.744161,0.084996,0.994278,0.002505,0.003217
10493,112,2.840646,6.521819,6.826549,2.848036,0.994507,0.002446,0.003047
