i,target,loss_see,loss_uni,loss_bi,loss_actual,w_see,w_uni,w_bi
152697,111,1.615762,5.702620,6.120049,1.630843,0.989073,0.003164,0.007764
152698,102,0.146549,6.237627,4.373458,0.160794,0.989749,0.003133,0.007118
152699,40,0.261734,5.939678,2.866064,0.273912,0.990450,0.002944,0.006606
152700,100,4.939643,6.025559,4.357552,4.937174,0.990741,0.002816,0.006443
152701,111,0.426520,5.702167,2.723908,0.438777,0.990061,0.003056,0.006883
152702,117,0.056473,6.126080,2.629470,0.068817,0.990301,0.002942,0.006757
152703,98,0.977233,6.693374,2.924702,0.988257,0.990626,0.002786,0.006588
152704,108,0.416217,5.983215,2.034542,0.426405,0.990774,0.002680,0.006547
152705,101,0.176076,4.468353,1.816288,0.186106,0.990832,0.002600,0.006568
152706,41,0.669542,5.940323,5.141415,0.682349,0.990798,0.002618,0.006584
152707,41,1.024487,5.939754,4.146991,1.035895,0.991339,0.002569,0.006092
152708,59,0.525773,5.675475,1.422233,0.533293,0.991570,0.002550,0.005880
152709,10,0.572485,5.060784,0.761454,0.577034,0.991428,0.002517,0.006054
152710,32,0.262423,1.980627,0.448218,0.266078,0.991118,0.002532,0.006349
152711,32,0.004678,1.980599,0.873274,0.011975,0.990622,0.002736,0.006642
152712,32,0.107717,1.980571,0.873243,0.114827,0.990289,0.002910,0.006800
152713,32,0.185912,1.980543,0.873213,0.192908,0.989943,0.003083,0.006975
152714,100,5.642416,6.025077,6.622459,5.648616,0.989587,0.003253,0.007161
152715,45,12.848456,5.105924,5.920249,11.450419,0.989172,0.003546,0.007282
152716,62,9.876947,7.802967,3.272711,8.945267,0.985944,0.004791,0.009265
152717,121,13.153021,7.942166,4.747234,10.798429,0.982995,0.005415,0.011591
152718,32,4.626254,1.980553,3.176520,4.540645,0.978198,0.006631,0.015170
152719,61,1.790357,5.202322,4.758998,1.820789,0.976361,0.007496,0.016143
152720,32,0.095760,1.980535,1.460004,0.116727,0.977775,0.007108,0.015117
152721,40,3.708592,5.939307,5.758034,3.733045,0.978105,0.007050,0.014844
152722,100,2.917160,6.024538,4.347351,2.939136,0.978773,0.006930,0.014297
152723,111,0.445836,5.701883,2.721359,0.471465,0.979319,0.006648,0.014033
152724,117,0.457817,6.125629,2.627128,0.481614,0.980532,0.006016,0.013452
152725,98,0.490525,6.692605,2.920818,0.513626,0.981639,0.005413,0.012948
152726,108,0.168130,5.982826,2.031968,0.188067,0.982788,0.004831,0.012381
152727,101,0.106557,4.468352,1.814928,0.124761,0.983561,0.004393,0.012046
152728,42,3.291871,7.668451,5.999597,3.312156,0.984033,0.004188,0.011779
152729,41,3.754031,5.939382,3.805923,3.759121,0.984794,0.004007,0.011198
152730,99,6.835204,6.105416,6.723727,6.830001,0.984410,0.004084,0.011506
152731,97,8.609582,5.231192,4.766584,8.345682,0.983632,0.004503,0.011865
152732,108,0.380352,5.982286,3.396490,0.405265,0.981089,0.005302,0.013609
152733,108,2.267033,5.981700,4.319234,2.287591,0.982403,0.004819,0.012778
152734,111,0.855850,5.701496,2.466999,0.874424,0.983003,0.004646,0.012351
152735,99,1.583799,6.104814,3.920501,1.603949,0.983544,0.004351,0.012104
152736,40,0.786823,5.938870,5.085136,0.808700,0.984244,0.004134,0.011622
152737,78,10.448664,8.425463,6.470495,10.224936,0.985561,0.003879,0.010560
152738,44,9.213050,6.831891,6.866249,9.117363,0.983355,0.004444,0.012201
152739,32,5.626986,1.980677,0.279012,4.957151,0.981508,0.005096,0.013395
152740,115,4.347901,5.320401,6.132985,4.368676,0.978005,0.005997,0.015998
152741,105,2.352523,4.684974,2.887243,2.366636,0.978345,0.006158,0.015497
152742,122,0.703977,8.081065,3.973041,0.733122,0.978348,0.006073,0.015579
152743,101,0.031110,4.468294,0.968674,0.048364,0.980311,0.005209,0.014481
152744,111,1.010765,5.701100,6.106714,1.037991,0.980694,0.004893,0.014413
152745,102,0.238048,6.237358,4.365927,0.262074,0.982685,0.004591,0.012724
152746,40,0.467918,5.938386,2.862094,0.487474,0.984238,0.004173,0.011589
152747,100,4.856631,6.024160,4.337753,4.852793,0.985000,0.003876,0.011124
152748,111,0.209128,5.700647,2.718265,0.228826,0.984308,0.004072,0.011620
152749,117,0.078764,6.125206,2.625695,0.097562,0.985095,0.003789,0.011116
152750,98,0.944964,6.691866,2.916948,0.961439,0.985869,0.003495,0.010636
152751,108,0.375142,5.981274,2.029401,0.390045,0.986365,0.003275,0.010360
152752,101,0.297488,4.468170,1.814649,0.311347,0.986706,0.003102,0.010192
152753,41,0.446826,5.939030,5.134930,0.465238,0.986860,0.003070,0.010070
152754,41,1.229097,5.938461,4.139289,1.244627,0.987972,0.002939,0.009089
152755,59,0.968850,5.675436,1.422401,0.976244,0.988451,0.002885,0.008664
152756,10,0.272937,5.060913,0.761145,0.280578,0.988287,0.002837,0.008876
152757,32,0.139559,1.980809,0.448110,0.144992,0.988134,0.002790,0.009076
152758,32,0.004003,1.980782,0.873330,0.013315,0.987710,0.002971,0.009318
152759,32,0.102728,1.980754,0.873299,0.111660,0.987462,0.003132,0.009407
152760,32,0.177563,1.980726,0.873268,0.186231,0.987189,0.003292,0.009519
152761,114,5.459167,5.421239,7.185985,5.468783,0.986900,0.003450,0.009650
152762,101,1.341419,4.468056,2.364403,1.353258,0.986723,0.003785,0.009492
152763,116,3.265305,4.428345,3.678273,3.271760,0.986687,0.003778,0.009535
152764,117,1.947526,6.124689,4.801488,1.965170,0.986277,0.003979,0.009743
152765,114,0.024009,5.420873,2.962767,0.041167,0.986875,0.003845,0.009280
152766,110,1.255397,5.139919,4.752251,1.271954,0.987562,0.003605,0.008833
152767,32,0.847365,1.980755,4.229211,0.861022,0.988169,0.003542,0.008289
152768,100,4.478524,6.023745,6.619116,4.490865,0.988421,0.003757,0.007822
152769,59,9.039210,5.675086,6.540820,8.938789,0.988415,0.003919,0.007666
152770,10,0.032394,5.060730,0.760837,0.043863,0.986761,0.004660,0.008579
152771,125,2.724000,7.933427,4.874469,2.739933,0.986934,0.004340,0.008726
152772,10,0.236914,5.060434,0.849308,0.246829,0.987438,0.004046,0.008516
152773,10,1.681142,5.060129,3.937309,1.696132,0.987475,0.003833,0.008691
152774,118,3.488127,7.824730,5.612031,3.502808,0.987748,0.003797,0.008455
152775,111,0.106486,5.700411,2.701216,0.121699,0.988066,0.003667,0.008267
152776,105,0.519647,4.685061,4.861594,0.535359,0.988583,0.003434,0.007982
152777,100,0.063354,6.023217,4.277055,0.078231,0.989291,0.003365,0.007343
152778,32,0.557632,1.980821,2.877053,0.568374,0.990044,0.003149,0.006808
152779,102,8.308106,6.236968,5.714930,8.245490,0.989970,0.003349,0.006681
152780,114,6.207802,5.420610,4.987422,6.189374,0.988567,0.003891,0.007542
152781,101,0.496457,4.468026,2.363216,0.510883,0.987542,0.004312,0.008146
152782,101,5.050810,4.467827,6.485829,5.055132,0.987805,0.004161,0.008035
152783,95,7.868421,5.036825,4.348527,7.715336,0.987412,0.004564,0.008024
152784,100,12.291563,6.022669,5.535642,11.033903,0.985479,0.005291,0.009230
152785,97,10.168509,5.231347,3.235539,8.788337,0.981717,0.006693,0.011591
152786,116,1.111401,4.428359,1.927533,1.131053,0.977406,0.008058,0.014536
152787,97,3.036850,5.231012,2.999021,3.044917,0.977852,0.007629,0.014520
152788,115,3.351921,5.320477,3.785531,3.365577,0.977666,0.007472,0.014862
152789,101,0.851311,4.467685,3.135033,0.878531,0.977628,0.007374,0.014997
152790,116,1.368774,4.428194,3.676303,1.394348,0.978697,0.006954,0.014348
152791,40,1.399854,5.938232,5.666365,1.428132,0.979589,0.006682,0.013729
152792,68,11.282179,9.173795,7.518850,11.047280,0.981395,0.006173,0.012431
152793,97,4.849719,5.230715,3.189478,4.808328,0.978899,0.006891,0.014210
152794,116,0.750237,4.428029,1.926932,0.772156,0.977621,0.007134,0.015245
152795,97,2.132713,5.230380,2.997847,2.151194,0.978222,0.006724,0.015054
152796,115,3.648100,5.320176,3.781610,3.656432,0.978538,0.006461,0.015001
152797,101,0.766356,4.467551,3.132287,0.792973,0.978261,0.006474,0.015265
152798,116,0.960963,4.427863,3.673935,0.987048,0.979306,0.006131,0.014563
152799,42,13.017059,7.667203,5.927802,11.387483,0.980369,0.005863,0.013768
152800,32,0.472863,1.980991,0.832622,0.485133,0.975545,0.007181,0.017274
152801,100,9.654026,6.022217,6.615560,9.381843,0.975393,0.007193,0.017414
152802,41,9.411879,5.938336,5.735124,9.019911,0.972331,0.008327,0.019343
152803,32,1.098346,1.980983,1.490575,1.112209,0.968622,0.009536,0.021842
152804,123,0.640774,7.931435,5.959900,0.686078,0.968476,0.009616,0.021909
152805,10,1.057219,5.060116,0.784635,1.062448,0.972820,0.008092,0.019088
152806,32,0.037148,1.980974,0.448895,0.052254,0.972919,0.007508,0.019574
152807,32,0.009927,1.980946,0.873422,0.030819,0.972926,0.007414,0.019660
152808,32,0.054808,1.980918,0.873391,0.074905,0.973190,0.007321,0.019489
152809,32,0.250335,1.980890,0.873361,0.267526,0.973410,0.007242,0.019348
152810,102,2.471334,6.236549,5.713211,2.506311,0.973475,0.007207,0.019318
152811,114,3.651240,5.420499,4.968154,3.673776,0.975331,0.006781,0.017888
152812,101,0.297025,4.467484,2.361655,0.325770,0.975707,0.006764,0.017529
152813,101,5.677350,4.467285,6.468712,5.675648,0.976869,0.006307,0.016824
152814,40,0.256578,5.937871,6.014347,0.290403,0.976384,0.006868,0.016749
152815,100,5.315462,6.021737,4.328233,5.298493,0.979396,0.006141,0.014464
152816,45,8.630323,5.106551,5.890955,8.425022,0.978450,0.006338,0.015212
152817,62,10.320704,7.801814,3.270053,8.622440,0.975845,0.007356,0.016799
152818,88,14.066773,9.609179,4.833657,10.282898,0.970802,0.008223,0.020975
152819,41,4.477388,5.937918,6.009629,4.512886,0.962590,0.009651,0.027759
152820,59,5.126357,5.675086,1.422044,4.725532,0.963561,0.009576,0.026863
152821,10,0.602092,5.059953,0.760529,0.620120,0.960050,0.009716,0.030234
152822,32,0.218546,1.980976,0.448786,0.234096,0.960729,0.008836,0.030435
152823,32,0.001458,1.980948,0.873367,0.031132,0.960740,0.008711,0.030548
152824,32,0.189291,1.980920,0.873336,0.214677,0.961353,0.008545,0.030102
152825,32,0.317832,1.980892,0.873305,0.340076,0.961743,0.008432,0.029825
152826,102,2.697090,6.235989,5.711421,2.746438,0.961983,0.008354,0.029663
152827,114,2.990049,5.420246,4.949156,3.029285,0.964639,0.007864,0.027497
152828,101,0.150446,4.467218,2.360097,0.191232,0.966058,0.007652,0.026290
152829,101,4.434220,4.467019,6.451412,4.461845,0.967956,0.007067,0.024977
152830,40,0.323173,5.937444,6.001810,0.368061,0.968748,0.007397,0.023855
152831,100,5.536836,6.021275,4.318264,5.500703,0.972862,0.006608,0.020530
152832,45,8.000605,5.106377,5.859086,7.840125,0.971573,0.006835,0.021592
152833,62,10.343339,7.799864,3.267401,8.288073,0.968946,0.007766,0.023288
152834,121,12.942295,7.940951,4.709658,9.629026,0.962419,0.008656,0.028925
152835,41,4.245195,5.937491,4.920096,4.275693,0.952738,0.010285,0.036976
152836,59,1.686281,5.674755,1.421164,1.689308,0.953310,0.010112,0.036578
152837,10,0.113382,5.059789,0.760221,0.146128,0.953499,0.009304,0.037198
152838,32,1.231305,1.980977,0.448678,1.198281,0.954786,0.008362,0.036853
152839,32,0.001115,1.980950,0.873312,0.035542,0.953507,0.008496,0.037998
152840,32,0.172633,1.980922,0.873281,0.202273,0.954290,0.008343,0.037367
152841,32,0.270000,1.980894,0.873250,0.296707,0.954832,0.008237,0.036931
152842,102,3.525528,6.235430,5.709634,3.577618,0.955236,0.008159,0.036605
152843,114,2.664248,5.419993,4.930422,2.714420,0.957446,0.007870,0.034684
152844,101,0.101726,4.466952,2.358541,0.150379,0.959608,0.007593,0.032800
152845,101,3.755344,4.466753,6.434327,3.797695,0.961942,0.007008,0.031050
152846,40,0.306925,5.937017,5.989388,0.359106,0.963766,0.007204,0.029030
152847,100,5.623579,6.020814,4.308372,5.573181,0.968626,0.006446,0.024928
152848,41,11.730712,5.937036,5.707635,10.125198,0.967094,0.006691,0.026215
152849,59,3.293147,5.674396,1.420286,3.185815,0.960258,0.008236,0.031507
152850,10,0.067375,5.059597,0.759913,0.097313,0.958430,0.007984,0.033586
152851,125,3.077893,7.931878,4.867539,3.122728,0.959533,0.007212,0.033255
152852,10,0.249530,5.059302,0.847997,0.274527,0.961517,0.006579,0.031904
152853,10,1.835203,5.058997,3.934537,1.878663,0.962285,0.006031,0.031684
152854,100,10.413093,6.020268,9.073249,10.195857,0.964056,0.005816,0.030128
152855,111,1.408308,5.700675,2.719048,1.445510,0.961450,0.006949,0.031601
152856,117,0.438142,6.124899,2.623815,0.482551,0.962803,0.006449,0.030748
152857,98,1.563390,6.691900,2.913681,1.597485,0.965032,0.005782,0.029187
152858,108,0.298222,5.981687,2.026842,0.334771,0.966316,0.005295,0.028389
152859,101,0.102870,4.466677,1.813293,0.137243,0.967874,0.004804,0.027322
152860,32,2.037609,1.981036,3.193219,2.058418,0.969134,0.004552,0.026314
152861,102,6.236913,6.234899,5.707738,6.220537,0.969360,0.004893,0.025747
152862,105,6.474451,4.685629,4.784832,6.374552,0.968325,0.005219,0.026456
152863,116,8.783179,4.428273,3.750593,7.779769,0.966083,0.005826,0.028091
152864,95,5.925777,5.037279,3.818956,5.769557,0.960276,0.006930,0.032794
152865,114,2.958756,5.419797,4.846004,3.005270,0.957422,0.007427,0.035151
152866,105,3.885312,4.685424,3.220887,3.861602,0.959160,0.007242,0.033599
152867,100,1.510221,6.019779,4.273018,1.563915,0.958050,0.007393,0.034557
152868,103,5.000564,7.247080,6.445705,5.038222,0.960965,0.006808,0.032227
152869,101,0.593970,4.466562,2.501739,0.636640,0.962079,0.006703,0.031218
152870,40,6.010457,5.936666,5.977079,6.008972,0.963832,0.006310,0.029859
152871,68,11.145321,9.169106,7.427837,10.673907,0.963159,0.006650,0.030191
152872,97,6.006353,5.230751,3.167159,5.726529,0.958726,0.007355,0.033919
152873,116,1.284586,4.428164,1.926332,1.314130,0.955056,0.007830,0.037114
152874,97,2.740938,5.230416,2.996871,2.758512,0.955784,0.007462,0.036754
152875,115,3.760651,5.320544,3.777703,3.768213,0.955943,0.007257,0.036800
152876,101,1.611901,4.466420,3.129548,1.656421,0.955656,0.007254,0.037090
152877,116,1.919314,4.427999,3.673179,1.964697,0.957183,0.007000,0.035817
152878,42,12.904358,7.666033,5.916516,10.424601,0.958805,0.006835,0.034360
152879,32,0.326359,1.981178,0.831506,0.352741,0.949469,0.008251,0.042280
152880,116,3.510923,4.427825,6.211080,3.568869,0.949836,0.008185,0.041979
152881,114,2.318405,5.419545,4.281395,2.371973,0.952542,0.008316,0.039143
152882,97,0.277770,5.230138,2.632795,0.333192,0.954764,0.007925,0.037311
152883,105,1.808159,4.685342,4.070589,1.858156,0.957626,0.007183,0.035191
152884,110,0.178060,5.140699,1.572466,0.218039,0.959788,0.006935,0.033278
152885,95,3.810057,5.037168,4.479663,3.832753,0.961393,0.006317,0.032290
152886,100,10.618175,6.019347,5.522682,9.473813,0.961602,0.006421,0.031977
152887,97,8.471015,5.229832,3.234206,7.187206,0.955025,0.007651,0.037324
152888,116,0.954271,4.427697,1.926066,0.997190,0.947648,0.008698,0.043655
152889,97,1.844859,5.229497,2.995896,1.890160,0.949040,0.008179,0.042781
152890,44,3.832062,6.832250,7.275127,3.897952,0.950554,0.007732,0.041714
152891,32,0.114028,1.981254,0.278820,0.127804,0.954478,0.007426,0.038096
152892,100,5.594364,6.018793,6.612531,5.625316,0.954422,0.007352,0.038226
152893,111,2.631098,5.700543,2.717074,2.643929,0.954988,0.007594,0.037418
152894,117,0.169265,6.124599,2.621488,0.225018,0.955096,0.007258,0.037646
152895,98,1.059649,6.691284,2.909838,1.106392,0.958169,0.006421,0.035410
152896,108,0.364642,5.981450,2.024290,0.406826,0.960338,0.005767,0.033895
152897,101,0.165421,4.466410,1.811940,0.205144,0.962154,0.005213,0.032632
152898,42,2.109959,7.664310,5.990192,2.160031,0.963649,0.004921,0.031430
152899,32,0.164795,1.981292,0.830392,0.184736,0.967087,0.004513,0.028400
152900,119,11.012111,8.670072,8.023995,10.732269,0.967228,0.004606,0.028166
152901,95,9.745777,5.037009,2.370759,7.101869,0.963726,0.005255,0.031019
152902,111,10.941530,5.700138,6.906891,10.071145,0.955002,0.006328,0.038670
152903,117,0.596106,6.124027,2.619167,0.655674,0.948640,0.007687,0.043673
152904,116,1.684845,4.427645,3.340291,1.735045,0.951588,0.006864,0.041548
152905,44,6.091483,6.831318,6.698093,6.115311,0.953405,0.006665,0.039930
152906,32,0.038963,1.981320,0.278627,0.055096,0.953611,0.006851,0.039538
152907,100,5.628050,6.018323,6.608994,5.658868,0.953630,0.006795,0.039575
152908,111,0.988240,5.699705,2.714004,1.037890,0.954180,0.007050,0.038769
152909,117,0.223182,6.123427,2.616852,0.276813,0.956318,0.006466,0.037216
152910,98,0.623939,6.690452,2.906596,0.673149,0.959173,0.005765,0.035062
152911,108,0.119688,5.980996,2.021745,0.162652,0.961701,0.005150,0.033150
152912,101,0.380300,4.466343,1.810588,0.415821,0.963643,0.004660,0.031697
152913,42,2.640050,7.662541,5.977682,2.686983,0.964816,0.004459,0.030725
152914,32,0.205377,1.981359,0.829282,0.224051,0.967619,0.004179,0.028202
152915,98,4.613211,6.689527,6.352020,4.646619,0.967700,0.004294,0.028005
152916,95,4.205333,5.036841,5.091617,4.226079,0.968696,0.004371,0.026934
152917,111,8.023999,5.699301,6.872418,7.952419,0.968849,0.004596,0.026555
152918,117,0.518901,6.122855,2.614541,0.557510,0.966990,0.005250,0.027760
152919,116,2.547734,4.427584,3.335519,2.568960,0.968781,0.004778,0.026441
152920,41,2.075402,5.937137,5.472997,2.116651,0.968998,0.004848,0.026154
152921,32,2.555818,1.981388,1.491199,2.515305,0.971338,0.004660,0.024001
152922,123,0.171467,7.930248,5.958303,0.214899,0.969867,0.005066,0.025068
152923,10,0.472263,5.059343,0.783455,0.484363,0.974145,0.004363,0.021492
152924,32,0.178841,1.981379,0.449462,0.188464,0.974245,0.004135,0.021620
152925,32,0.016057,1.981351,0.873515,0.034808,0.973986,0.004248,0.021766
152926,32,0.040677,1.981323,0.873484,0.059051,0.974121,0.004337,0.021542
152927,32,0.167523,1.981295,0.873454,0.184099,0.974236,0.004425,0.021339
152928,105,5.154452,4.685524,4.945871,5.147203,0.974259,0.004522,0.021219
152929,110,1.446329,5.140790,1.572007,1.455507,0.973426,0.004914,0.021660
152930,116,0.659085,4.427485,1.730807,0.682158,0.973367,0.004730,0.021903
152931,32,1.070101,1.981296,2.315876,1.091313,0.973894,0.004559,0.021547
152932,110,5.769153,5.140486,6.986322,5.782798,0.974143,0.004769,0.021088
152933,32,4.862006,1.981277,4.224276,4.799156,0.974150,0.005191,0.020659
152934,61,2.547064,5.204001,4.759290,2.578830,0.972666,0.005983,0.021352
152935,32,0.097787,1.981259,1.459432,0.122073,0.973807,0.005862,0.020331
152936,116,5.612455,4.427339,6.208789,5.611357,0.974273,0.005874,0.019853
152937,114,2.778617,5.419669,4.278572,2.805112,0.973768,0.006415,0.019817
152938,97,0.227923,5.229605,2.630839,0.259582,0.974453,0.006262,0.019286
152939,105,2.272036,4.685385,4.066006,2.297765,0.975971,0.005729,0.018299
152940,110,0.389262,5.140230,1.571548,0.411570,0.976656,0.005664,0.017680
152941,95,2.745882,5.036768,4.473618,2.769626,0.977349,0.005247,0.017404
152942,100,11.192220,6.018042,5.510141,10.168917,0.977905,0.005233,0.016862
152943,97,8.850892,5.229299,3.230679,7.817155,0.973357,0.006414,0.020229
152944,116,1.243803,4.427211,1.925800,1.266666,0.968407,0.007445,0.024148
152945,97,2.193252,5.228965,2.995313,2.217210,0.968903,0.007102,0.023996
152946,45,14.861265,5.107127,6.996017,11.229240,0.969419,0.006818,0.023763
152947,62,2.003637,7.798839,3.264754,2.042789,0.960486,0.009382,0.030133
152948,110,6.742311,5.139973,4.671661,6.590654,0.962375,0.008231,0.029394
152949,117,0.535787,6.122491,4.938599,0.592839,0.959550,0.008941,0.031509
152950,109,0.123545,5.956590,2.970901,0.170393,0.964011,0.007927,0.028062
152951,95,0.477051,5.036553,3.377028,0.520053,0.966831,0.007005,0.026164
152952,102,0.703858,6.235047,5.265322,0.747283,0.969177,0.006456,0.024368
152953,101,0.213522,4.466521,3.692896,0.250378,0.972530,0.005819,0.021651
152954,97,0.211838,5.228696,4.185064,0.246744,0.974661,0.005465,0.019874
152955,116,0.703803,4.427112,1.925202,0.725531,0.976947,0.005044,0.018010
152956,117,0.725126,6.121901,4.798970,0.756301,0.977457,0.004845,0.017698
152957,114,0.058431,5.419454,2.962299,0.084981,0.979516,0.004461,0.016023
152958,101,0.431965,4.466360,2.358116,0.453713,0.980830,0.004136,0.015034
152959,115,0.466452,5.320959,3.313121,0.490263,0.981473,0.003999,0.014528
152960,59,4.323738,5.674960,5.473618,4.337979,0.982525,0.003793,0.013682
